domain_2	domain_1	domain_domain_interaction	count_new	frequency	domain1_description	domain2_description	marginal_count_domain1_on_5prime_side	marginal_freq_domain1_on_5prime_side	marginal_count_domain2_on_3prime_side	marginal_freq_domain2_on_3prime_side	marginal_count_domain2_on_5prime_side	marginal_freq_domain2_on_5prime_side	marginal_count_domain1_on_3prime_side	marginal_freq_domain1_on_3prime_side	same_domains	normal_freq_domain_1	normal_freq_domain_2	pairbinom.lower	null_prob	foldchange	p_value
Lys	LEM	LEM--Lys	4	0.000126702565726956	LEMdomain	C-typelysozyme/alpha-lactalbuminfamily	14	0.000461756654243214	12	0.000395791417922755	4	0.000131930472640918	0	0	0	0.000346706290242694	0.000445765230312036	3.4094320602307e-06	3.09099218641332e-07	409.909045658175	7.31160908478098e-13
MAM	Furin-like_2	Furin-like_2--MAM	4	0.000126702565726956	Furin-likerepeat,cysteine-rich	MAMdomain,meprin/A5/mu	0	0	15	0.000494739272403443	43	0.00141825258088987	11	0.000362808799762525	0	0.000198117880138683	0.000891530460624071	3.4094320602307e-06	3.53256249875809e-07	358.670414950902	1.42386359135553e-12
MCRS_N	DUF5050	DUF5050--MCRS_N	2	6.3351282863478e-05	Domainofunknownfunction(DUF5050)	N-terminalregionofmicro-spheruleprotein	4	0.000131930472640918	3	9.89478544806887e-05	1	3.29826181602296e-05	1	3.29826181602296e-05	0	9.90589400693413e-05	4.95294700346706e-05	1.00939549274592e-07	9.81267360766134e-09	6456.06746911625	4.95327444408813e-12
MCRS_N	Ldl_recept_b	Ldl_recept_b--MCRS_N	2	6.3351282863478e-05	Low-densitylipoproteinreceptorrepeatclassB	N-terminalregionofmicro-spheruleprotein	48	0.00158316567169102	3	9.89478544806887e-05	1	3.29826181602296e-05	8	0.000263860945281836	0	0.000693412580485389	4.95294700346706e-05	1.00939549274592e-07	6.86887152536294e-08	922.295352730893	1.69660672338121e-09
MCU	DBC1	DBC1--MCU	3	9.5026924295217e-05	DBC1	Mitochondrialcalciumuniporter	7	0.000230878327121607	4	0.000131930472640918	0	0	1	3.29826181602296e-05	0	9.90589400693413e-05	9.90589400693413e-05	9.98575935606816e-07	1.96253472153227e-08	4842.05060183718	6.13562358170796e-15
MENTAL	DUF3512	DUF3512--MENTAL	2	6.3351282863478e-05	Domainofunknownfunction(DUF3512)	Cholesterol-capturingdomain	4	0.000131930472640918	6	0.000197895708961377	8	0.000263860945281836	0	0	0	9.90589400693413e-05	9.90589400693413e-05	1.00939549274592e-07	1.96253472153227e-08	3228.03373455812	3.96169909769642e-11
MRP	Arfaptin	Arfaptin--MRP	2	6.3351282863478e-05	Arfaptin-likedomain	MitochondrialRNAbindingproteinMRP	1	3.29826181602296e-05	0	0	3	9.89478544806887e-05	4	0.000131930472640918	0	0.000247647350173353	4.95294700346706e-05	1.00939549274592e-07	2.45316840191533e-08	2582.4269876465	7.7367948328775e-11
MRP	ICA69	ICA69--MRP	2	6.3351282863478e-05	IsletcellautoantigenICA69,C-terminaldomain	MitochondrialRNAbindingproteinMRP	0	0	0	0	3	9.89478544806887e-05	2	6.59652363204591e-05	0	9.90589400693413e-05	4.95294700346706e-05	1.00939549274592e-07	9.81267360766134e-09	6456.06746911625	4.95327444408813e-12
MRVI1	Bcr-Abl_Oligo	Bcr-Abl_Oligo--MRVI1	2	6.3351282863478e-05	Bcr-Abloncoproteinoligomerisationdomain	MRVI1protein	15	0.000494739272403443	3	9.89478544806887e-05	0	0	0	0	0	4.95294700346706e-05	9.90589400693413e-05	1.00939549274592e-07	9.81267360766134e-09	6456.06746911625	4.95327444408813e-12
M_domain	DUF1154	DUF1154--M_domain	2	6.3351282863478e-05	Proteinofunknownfunction(DUF1154)	MdomainofGW182	2	6.59652363204591e-05	2	6.59652363204591e-05	3	9.89478544806887e-05	3	9.89478544806887e-05	0	9.90589400693413e-05	9.90589400693413e-05	1.00939549274592e-07	1.96253472153227e-08	3228.03373455812	3.96169909769642e-11
Med1	Gasdermin	Gasdermin--Med1	2	6.3351282863478e-05	Gasderminporeformingdomain	MediatorofRNApolymeraseIItranscriptionsubunit1	1	3.29826181602296e-05	2	6.59652363204591e-05	15	0.000494739272403443	4	0.000131930472640918	0	0.000297176820208024	4.95294700346706e-05	1.00939549274592e-07	2.9438020822984e-08	2152.02248970542	1.33676286800954e-10
Med4	DUF3452	DUF3452--Med4	2	6.3351282863478e-05	Domainofunknownfunction(DUF3452)	Vitamin-D-receptorinteractingMediatorsubunit4	9	0.000296843563442066	2	6.59652363204591e-05	2	6.59652363204591e-05	0	0	0	0.000148588410104012	4.95294700346706e-05	1.00939549274592e-07	1.4719010411492e-08	4304.04497941083	1.67153595383237e-11
Mic1	Laminin_N	Laminin_N--Mic1	2	6.3351282863478e-05	LamininN-terminal(DomainVI)	Coloncancer-associatedproteinMic1-like	57	0.00188000923513308	2	6.59652363204591e-05	0	0	1	3.29826181602296e-05	0	0.00079247152055473	4.95294700346706e-05	1.00939549274592e-07	7.85013888612907e-08	807.008433639532	2.53195592917029e-09
Mo25	Agenet	Agenet--Mo25	2	6.3351282863478e-05	Agenetdomain	Mo25-like	13	0.000428774036082984	3	9.89478544806887e-05	5	0.000164913090801148	2	6.59652363204591e-05	0	0.000148588410104012	9.90589400693413e-05	1.00939549274592e-07	2.94380208229841e-08	2152.02248970541	1.33676286800954e-10
Mst1_SARAH	Chorein_N	Chorein_N--Mst1_SARAH	2	6.3351282863478e-05	N-terminalregionofChoreinorVPS13	CterminalSARAHdomainofMst1	61	0.002011939707774	4	0.000131930472640918	0	0	1	3.29826181602296e-05	0	0.000396235760277365	9.90589400693413e-05	1.00939549274592e-07	7.85013888612908e-08	807.008433639531	2.53195592917029e-09
Mtp	LYRIC	LYRIC--Mtp	2	6.3351282863478e-05	Lysine-richCEACAM1co-isolatedproteinfamily	Golgi4-transmembranespanningtransporter	4	0.000131930472640918	2	6.59652363204591e-05	3	9.89478544806887e-05	3	9.89478544806887e-05	0	4.95294700346706e-05	0.000148588410104012	1.00939549274592e-07	1.4719010411492e-08	4304.04497941083	1.67153595383237e-11
Myc-LZ	His_Phos_2	His_Phos_2--Myc-LZ	2	6.3351282863478e-05	Histidinephosphatasesuperfamily(branch2)	Mycleucinezipperdomain	21	0.000692634981364821	5	0.000164913090801148	0	0	3	9.89478544806887e-05	0	0.000396235760277365	4.95294700346706e-05	1.00939549274592e-07	3.92506944306453e-08	1614.01686727906	3.16788709332132e-10
Myosin_head	DEK_C	DEK_C--Myosin_head	3	9.5026924295217e-05	DEKCterminaldomain	Myosinhead(motordomain)	4	0.000131930472640918	19	0.000626669745044362	94	0.00310036610706158	9	0.000296843563442066	0	0.000198117880138683	0.00193164933135215	9.98575935606816e-07	7.65388541397585e-07	124.155143636851	1.39296953356923e-08
Myosin_tail_1	CBF_beta	CBF_beta--Myosin_tail_1	22	0.000696864111498258	Corebindingfactorbetasubunit	Myosintail	14	0.000461756654243214	28	0.000923513308486428	22	0.00072561759952505	3	9.89478544806887e-05	0	4.95294700346706e-05	0.000891530460624071	0.000224697645267335	8.8314062468952e-08	7890.74912891987	6.68139303192353e-82
N1221	AdoHcyase	AdoHcyase--N1221	3	9.5026924295217e-05	S-adenosyl-L-homocysteinehydrolase	N1221-likeprotein	1	3.29826181602296e-05	0	0	5	0.000164913090801148	7	0.000230878327121607	0	0.000148588410104012	9.90589400693413e-05	9.98575935606816e-07	2.94380208229841e-08	3228.03373455812	3.10538985495081e-14
N1221	AdoHcyase_NAD	AdoHcyase_NAD--N1221	4	0.000126702565726956	S-adenosyl-L-homocysteinehydrolase,NADbindingdomain	N1221-likeprotein	1	3.29826181602296e-05	0	0	5	0.000164913090801148	10	0.000329826181602296	0	0.000148588410104012	9.90589400693413e-05	3.4094320602307e-06	2.94380208229841e-08	4304.04497941083	5.77112981143787e-18
NDUFA12	CoA_transf_3	CoA_transf_3--NDUFA12	3	9.5026924295217e-05	CoA-transferasefamilyIII	NADHubiquinoneoxidoreductasesubunitNDUFA12	16	0.000527721890563673	5	0.000164913090801148	5	0.000164913090801148	18	0.000593687126884132	0	9.90589400693413e-05	9.90589400693413e-05	9.98575935606816e-07	1.96253472153227e-08	4842.05060183718	6.13562358170796e-15
NOD	HNF-1B_C	HNF-1B_C--NOD	2	6.3351282863478e-05	Hepatocytenuclearfactor1(HNF-1),betaisoformCterminus	NOTCHprotein	2	6.59652363204591e-05	4	0.000131930472640918	5	0.000164913090801148	2	6.59652363204591e-05	0	9.90589400693413e-05	0.000198117880138683	1.00939549274592e-07	3.92506944306455e-08	1614.01686727906	3.16788709332134e-10
NODP	HNF-1B_C	HNF-1B_C--NODP	2	6.3351282863478e-05	Hepatocytenuclearfactor1(HNF-1),betaisoformCterminus	NOTCHprotein	2	6.59652363204591e-05	5	0.000164913090801148	5	0.000164913090801148	2	6.59652363204591e-05	0	9.90589400693413e-05	0.000198117880138683	1.00939549274592e-07	3.92506944306455e-08	1614.01686727906	3.16788709332134e-10
NOPS	DUF3371	DUF3371--NOPS	8	0.000253405131453912	Domainofunknownfunction(DUF3371)	NOPS(NUC059)domain	0	0	2	6.59652363204591e-05	16	0.000527721890563673	17	0.000560704508723902	0	0.000198117880138683	0.000148588410104012	2.88486245454411e-05	5.88760416459683e-08	4304.04497941082	7.27669318999019e-31
NOPS	HLH	HLH--NOPS	8	0.000253405131453912	Helix-loop-helixDNA-bindingdomain	NOPS(NUC059)domain	40	0.00131930472640918	2	6.59652363204591e-05	16	0.000527721890563673	36	0.00118737425376826	0	0.00534918276374443	0.000148588410104012	2.88486245454411e-05	1.58965312444114e-06	159.409073311512	5.31286275767177e-18
NOPS	MITF_TFEB_C_3_N	MITF_TFEB_C_3_N--NOPS	7	0.000221729490022173	MITF/TFEB/TFEC/TFE3N-terminus	NOPS(NUC059)domain	6	0.000197895708961377	2	6.59652363204591e-05	16	0.000527721890563673	11	0.000362808799762525	0	0.000148588410104012	0.000148588410104012	2.04102772656256e-05	4.41570312344761e-08	5021.38580931263	3.52981417074534e-28
Neogenin_C	Malic_M	Malic_M--Neogenin_C	2	6.3351282863478e-05	Malicenzyme,NADbindingdomain	NeogeninC-terminus	3	9.89478544806887e-05	4	0.000131930472640918	0	0	2	6.59652363204591e-05	0	0.000148588410104012	9.90589400693413e-05	1.00939549274592e-07	2.94380208229841e-08	2152.02248970541	1.33676286800954e-10
Neogenin_C	malic	malic--Neogenin_C	2	6.3351282863478e-05	Malicenzyme,N-terminaldomain	NeogeninC-terminus	3	9.89478544806887e-05	4	0.000131930472640918	0	0	1	3.29826181602296e-05	0	0.000148588410104012	9.90589400693413e-05	1.00939549274592e-07	2.94380208229841e-08	2152.02248970541	1.33676286800954e-10
Ninjurin	ARID	ARID--Ninjurin	5	0.000158378207158695	ARID/BRIGHTDNAbindingdomain	Ninjurin	41	0.00135228734456941	8	0.000263860945281836	0	0	2	6.59652363204591e-05	0	0.000742942050520059	9.90589400693413e-05	7.52100867729144e-06	1.4719010411492e-07	1076.01124485271	1.39203748630551e-17
Ninjurin	JmjC	JmjC--Ninjurin	4	0.000126702565726956	JmjCdomain,hydroxylase	Ninjurin	58	0.00191299185329331	8	0.000263860945281836	0	0	8	0.000263860945281836	0	0.00123823675086677	9.90589400693413e-05	3.4094320602307e-06	2.45316840191535e-07	516.485397529298	2.3061562064316e-13
Ninjurin	JmjN	JmjN--Ninjurin	5	0.000158378207158695	jmjNdomain	Ninjurin	54	0.0017810613806524	8	0.000263860945281836	0	0	0	0	0	0.000544824170381377	9.90589400693413e-05	7.52100867729144e-06	1.07939409684275e-07	1467.28806116278	2.1673080341892e-18
Notch	HNF-1B_C	HNF-1B_C--Notch	2	6.3351282863478e-05	Hepatocytenuclearfactor1(HNF-1),betaisoformCterminus	LNRdomain	2	6.59652363204591e-05	4	0.000131930472640918	11	0.000362808799762525	2	6.59652363204591e-05	0	9.90589400693413e-05	0.000297176820208024	1.00939549274592e-07	5.88760416459681e-08	1076.01124485271	1.06866527778518e-09
Nuc_sug_transp	Nuc_sug_transp	Nuc_sug_transp--Nuc_sug_transp	3	9.5026924295217e-05	Nucleotide-sugartransporter	Nucleotide-sugartransporter	3	9.89478544806887e-05	3	9.89478544806887e-05	3	9.89478544806887e-05	3	9.89478544806887e-05	1	0.000297176820208024	0.000297176820208024	9.98575935606816e-07	8.83140624689522e-08	1076.01124485271	2.51162898459442e-12
Nup84_Nup100	EF_TS	EF_TS--Nup84_Nup100	2	6.3351282863478e-05	ElongationfactorTS	Nuclearporeprotein84/107	20	0.000659652363204591	15	0.000494739272403443	9	0.000296843563442066	0	0	0	4.95294700346706e-05	4.95294700346706e-05	1.00939549274592e-07	4.90633680383067e-09	12912.1349382325	6.19231229624412e-13
Nup84_Nup100	Laminin_N	Laminin_N--Nup84_Nup100	2	6.3351282863478e-05	LamininN-terminal(DomainVI)	Nuclearporeprotein84/107	57	0.00188000923513308	15	0.000494739272403443	9	0.000296843563442066	1	3.29826181602296e-05	0	0.00079247152055473	4.95294700346706e-05	1.00939549274592e-07	7.85013888612907e-08	807.008433639532	2.53195592917029e-09
OPA3	Glyco_transf_8	Glyco_transf_8--OPA3	2	6.3351282863478e-05	Glycosyltransferasefamily8	Opticatrophy3protein(OPA3)	17	0.000560704508723902	2	6.59652363204591e-05	3	9.89478544806887e-05	5	0.000164913090801148	0	0.000495294700346706	4.95294700346706e-05	1.00939549274592e-07	4.90633680383067e-08	1291.21349382325	6.18584233291139e-10
Oest_recep	FTHFS	FTHFS--Oest_recep	2	6.3351282863478e-05	Formate--tetrahydrofolateligase	Oestrogenreceptor	3	9.89478544806887e-05	0	0	22	0.00072561759952505	5	0.000164913090801148	0	9.90589400693413e-05	4.95294700346706e-05	1.00939549274592e-07	9.81267360766134e-09	6456.06746911625	4.95327444408813e-12
Oest_recep	Hormone_recep	Hormone_recep--Oest_recep	3	9.5026924295217e-05	Ligand-bindingdomainofnuclearhormonereceptor	Oestrogenreceptor	12	0.000395791417922755	0	0	22	0.00072561759952505	58	0.00191299185329331	0	0.00237741456166419	4.95294700346706e-05	9.98575935606816e-07	2.35504166583872e-07	403.504216819766	1.26536679579406e-10
P53	hSac2	hSac2--P53	3	9.5026924295217e-05	Inositolphosphatase	P53DNA-bindingdomain	3	9.89478544806887e-05	5	0.000164913090801148	9	0.000296843563442066	3	9.89478544806887e-05	0	0.000148588410104012	0.000148588410104012	9.98575935606816e-07	4.41570312344761e-08	2152.02248970541	1.57151940027522e-13
PAD_M	Mut7-C	Mut7-C--PAD_M	2	6.3351282863478e-05	Mut7-CRNAsedomain	Protein-argininedeiminase(PAD)middledomain	1	3.29826181602296e-05	1	3.29826181602296e-05	2	6.59652363204591e-05	5	0.000164913090801148	0	4.95294700346706e-05	0.000247647350173353	1.00939549274592e-07	2.45316840191533e-08	2582.4269876465	7.7367948328775e-11
PAD_N	Mut7-C	Mut7-C--PAD_N	2	6.3351282863478e-05	Mut7-CRNAsedomain	Protein-argininedeiminase(PAD)N-terminaldomain	1	3.29826181602296e-05	0	0	3	9.89478544806887e-05	5	0.000164913090801148	0	4.95294700346706e-05	0.000247647350173353	1.00939549274592e-07	2.45316840191533e-08	2582.4269876465	7.7367948328775e-11
PAW	DNA_gyraseB	DNA_gyraseB--PAW	2	6.3351282863478e-05	DNAgyraseB	PNGaseC-terminaldomain,mannose-bindingmodulePAW	10	0.000329826181602296	2	6.59652363204591e-05	0	0	0	0	0	9.90589400693413e-05	4.95294700346706e-05	1.00939549274592e-07	9.81267360766134e-09	6456.06746911625	4.95327444408813e-12
PAW	HATPase_c	HATPase_c--PAW	2	6.3351282863478e-05	Histidinekinase-,DNAgyraseB-,andHSP90-likeATPase	PNGaseC-terminaldomain,mannose-bindingmodulePAW	14	0.000461756654243214	2	6.59652363204591e-05	0	0	6	0.000197895708961377	0	0.000495294700346706	4.95294700346706e-05	1.00939549274592e-07	4.90633680383067e-08	1291.21349382325	6.18584233291139e-10
PAX	Hormone_recep	Hormone_recep--PAX	9	0.000285080772885651	Ligand-bindingdomainofnuclearhormonereceptor	'Pairedbox'domain	12	0.000395791417922755	3	9.89478544806887e-05	14	0.000461756654243214	58	0.00191299185329331	0	0.00237741456166419	0.000445765230312036	3.84054540903955e-05	2.11953749925485e-06	134.501405606588	4.65984347946129e-19
PBC	COP-gamma_platf	COP-gamma_platf--PBC	2	6.3351282863478e-05	Coatomergammasubunitappendageplatformsubdomain	PBCdomain	0	0	3	9.89478544806887e-05	17	0.000560704508723902	4	0.000131930472640918	0	9.90589400693413e-05	0.000198117880138683	1.00939549274592e-07	3.92506944306455e-08	1614.01686727906	3.16788709332134e-10
PBC	Coatomer_g_Cpla	Coatomer_g_Cpla--PBC	2	6.3351282863478e-05	Coatomersubunitgamma-1C-terminalappendageplatform	PBCdomain	0	0	3	9.89478544806887e-05	17	0.000560704508723902	4	0.000131930472640918	0	9.90589400693413e-05	0.000198117880138683	1.00939549274592e-07	3.92506944306455e-08	1614.01686727906	3.16788709332134e-10
PHD	JmjN	JmjN--PHD	4	0.000126702565726956	jmjNdomain	PHD-finger	54	0.0017810613806524	24	0.000791582835845509	103	0.00339720967050364	0	0	0	0.000544824170381377	0.00262506191183754	3.4094320602307e-06	2.86039435663328e-06	44.2954886388765	4.64026166057397e-08
PHD	Ninjurin	Ninjurin--PHD	5	0.000158378207158695	Ninjurin	PHD-finger	0	0	24	0.000791582835845509	103	0.00339720967050364	8	0.000263860945281836	0	9.90589400693413e-05	0.00262506191183754	7.52100867729144e-06	5.20071701206051e-07	304.531484392276	2.68150210550044e-14
PIP5K	Mon2_C	Mon2_C--PIP5K	2	6.3351282863478e-05	C-terminalregionofMon2protein	Phosphatidylinositol-4-phosphate5-Kinase	4	0.000131930472640918	12	0.000395791417922755	9	0.000296843563442066	0	0	0	4.95294700346706e-05	0.000396235760277365	1.00939549274592e-07	3.92506944306453e-08	1614.01686727906	3.16788709332132e-10
PLU-1	Ninjurin	Ninjurin--PLU-1	4	0.000126702565726956	Ninjurin	PLU-1-likeprotein	0	0	1	3.29826181602296e-05	7	0.000230878327121607	8	0.000263860945281836	0	9.90589400693413e-05	0.000198117880138683	3.4094320602307e-06	3.92506944306455e-08	3228.03373455812	2.43132172915838e-17
PPARgamma_N	Glypican	Glypican--PPARgamma_N	2	6.3351282863478e-05	Glypican	PPARgammaN-terminalregion	7	0.000230878327121607	11	0.000362808799762525	2	6.59652363204591e-05	4	0.000131930472640918	0	0.000297176820208024	4.95294700346706e-05	1.00939549274592e-07	2.9438020822984e-08	2152.02248970542	1.33676286800954e-10
PPARgamma_N	PAX	PAX--PPARgamma_N	9	0.000285080772885651	'Pairedbox'domain	PPARgammaN-terminalregion	14	0.000461756654243214	11	0.000362808799762525	2	6.59652363204591e-05	3	9.89478544806887e-05	0	0.000445765230312036	4.95294700346706e-05	3.84054540903955e-05	4.41570312344761e-08	6456.06746911625	7.61749440576804e-36
PPARgamma_N	Pax2_C	Pax2_C--PPARgamma_N	4	0.000126702565726956	Paired-boxprotein2Cterminal	PPARgammaN-terminalregion	4	0.000131930472640918	11	0.000362808799762525	2	6.59652363204591e-05	3	9.89478544806887e-05	0	0.000148588410104012	4.95294700346706e-05	3.4094320602307e-06	1.4719010411492e-08	8608.08995882167	1.80417644463858e-19
PRCC	MITF_TFEB_C_3_N	MITF_TFEB_C_3_N--PRCC	2	6.3351282863478e-05	MITF/TFEB/TFEC/TFE3N-terminus	Mitoticcheckpointregulator,MAD2B-interacting	6	0.000197895708961377	2	6.59652363204591e-05	0	0	11	0.000362808799762525	0	0.000148588410104012	4.95294700346706e-05	1.00939549274592e-07	1.4719010411492e-08	4304.04497941083	1.67153595383237e-11
PRK	PBC	PBC--PRK	2	6.3351282863478e-05	PBCdomain	Phosphoribulokinase/Uridinekinasefamily	17	0.000560704508723902	0	0	9	0.000296843563442066	3	9.89478544806887e-05	0	0.000198117880138683	0.000148588410104012	1.00939549274592e-07	5.88760416459683e-08	1076.0112448527	1.06866527778519e-09
PROCT	IP_trans	IP_trans--PROCT	3	9.5026924295217e-05	Phosphatidylinositoltransferprotein	PROCT(NUC072)domain	16	0.000527721890563673	3	9.89478544806887e-05	0	0	10	0.000329826181602296	0	0.000247647350173353	4.95294700346706e-05	9.98575935606816e-07	2.45316840191533e-08	3873.64048146975	1.49776939707059e-14
PRORP	FAM177	FAM177--PRORP	2	6.3351282863478e-05	FAM177family	Protein-onlyRNaseP	1	3.29826181602296e-05	3	9.89478544806887e-05	3	9.89478544806887e-05	2	6.59652363204591e-05	0	9.90589400693413e-05	9.90589400693413e-05	1.00939549274592e-07	1.96253472153227e-08	3228.03373455812	3.96169909769642e-11
PRP8_domainIV	IP_trans	IP_trans--PRP8_domainIV	2	6.3351282863478e-05	Phosphatidylinositoltransferprotein	PRP8domainIVcore	16	0.000527721890563673	2	6.59652363204591e-05	0	0	10	0.000329826181602296	0	0.000247647350173353	4.95294700346706e-05	1.00939549274592e-07	2.45316840191533e-08	2582.4269876465	7.7367948328775e-11
PTB	DDE_Tnp_4	DDE_Tnp_4--PTB	2	6.3351282863478e-05	DDEsuperfamilyendonuclease	Phosphotyrosine-bindingdomain	3	9.89478544806887e-05	4	0.000131930472640918	2	6.59652363204591e-05	0	0	0	4.95294700346706e-05	0.000396235760277365	1.00939549274592e-07	3.92506944306453e-08	1614.01686727906	3.16788709332132e-10
PUF	NKAIN	NKAIN--PUF	3	9.5026924295217e-05	Na,K-AtpaseInteractingprotein	Pumilio-familyRNAbindingrepeat	4	0.000131930472640918	5	0.000164913090801148	5	0.000164913090801148	6	0.000197895708961377	0	0.000198117880138683	9.90589400693413e-05	9.98575935606816e-07	3.92506944306455e-08	2421.02530091859	9.81213383197199e-14
PUFD	Bromodomain	Bromodomain--PUFD	6	0.000190053848590434	Bromodomain	BCORL-PCGF1-bindingdomain	47	0.00155018305353079	6	0.000197895708961377	0	0	24	0.000791582835845509	0	0.00193164933135215	9.90589400693413e-05	1.3243871181734e-05	3.82694270698792e-07	496.620574547405	7.37185241878462e-18
PUFD	DUF902	DUF902--PUFD	6	0.000190053848590434	DomainofUnknownFunction(DUF902)	BCORL-PCGF1-bindingdomain	9	0.000296843563442066	6	0.000197895708961377	0	0	2	6.59652363204591e-05	0	9.90589400693413e-05	9.90589400693413e-05	1.3243871181734e-05	1.96253472153227e-08	9684.10120367437	6.9452628080384e-27
PUFD	HAT_KAT11	HAT_KAT11--PUFD	6	0.000190053848590434	Histoneacetylationprotein	BCORL-PCGF1-bindingdomain	6	0.000197895708961377	6	0.000197895708961377	0	0	2	6.59652363204591e-05	0	9.90589400693413e-05	9.90589400693413e-05	1.3243871181734e-05	1.96253472153227e-08	9684.10120367437	6.9452628080384e-27
PUFD	KIX	KIX--PUFD	6	0.000190053848590434	KIXdomain	BCORL-PCGF1-bindingdomain	19	0.000626669745044362	6	0.000197895708961377	0	0	1	3.29826181602296e-05	0	9.90589400693413e-05	9.90589400693413e-05	1.3243871181734e-05	1.96253472153227e-08	9684.10120367437	6.9452628080384e-27
PWWP	CAF1-p150_C2	CAF1-p150_C2--PWWP	3	9.5026924295217e-05	CAF1complexsubunitp150,regionbindingtoCAF1-p60atC-term	PWWPdomain	0	0	9	0.000296843563442066	73	0.00240773112569676	3	9.89478544806887e-05	0	4.95294700346706e-05	0.00113917781079742	9.98575935606816e-07	1.12845746488105e-07	842.095756841254	6.69125830856678e-12
PWWP	Hydrolase	Hydrolase--PWWP	5	0.000158378207158695	haloaciddehalogenase-likehydrolase	PWWPdomain	12	0.000395791417922755	9	0.000296843563442066	73	0.00240773112569676	22	0.00072561759952505	0	0.000842000990589401	0.00113917781079742	7.52100867729144e-06	1.91837769029779e-06	82.5584075334562	6.50406728833137e-11
PXT1	BAR	BAR--PXT1	2	6.3351282863478e-05	BARdomain	Peroxisomaltestis-specificprotein1	26	0.000857548072165968	2	6.59652363204591e-05	0	0	4	0.000131930472640918	0	0.000693412580485389	4.95294700346706e-05	1.00939549274592e-07	6.86887152536294e-08	922.295352730893	1.69660672338121e-09
ParA	KIX	KIX--ParA	3	9.5026924295217e-05	KIXdomain	NUBPLiron-transferP-loopNTPase	19	0.000626669745044362	5	0.000164913090801148	9	0.000296843563442066	1	3.29826181602296e-05	0	9.90589400693413e-05	0.000148588410104012	9.98575935606816e-07	2.94380208229841e-08	3228.03373455812	3.10538985495081e-14
Pax2_C	Hormone_recep	Hormone_recep--Pax2_C	4	0.000126702565726956	Ligand-bindingdomainofnuclearhormonereceptor	Paired-boxprotein2Cterminal	12	0.000395791417922755	3	9.89478544806887e-05	4	0.000131930472640918	58	0.00191299185329331	0	0.00237741456166419	0.000148588410104012	3.4094320602307e-06	7.06512499751617e-07	179.335207475451	4.5142380634317e-11
Pep_M12B_propep	14-3-3	14-3-3--Pep_M12B_propep	10	0.00031675641431739	14-3-3protein	Reprolysinfamilypropeptide	33	0.00108842639928758	5	0.000164913090801148	57	0.00188000923513308	11	0.000362808799762525	0	0.000346706290242694	0.00193164933135215	4.8949401150522e-05	1.33942994744577e-06	236.485987879717	1.85952517925415e-23
Peptidase_M14	MRF_C2	MRF_C2--Peptidase_M14	3	9.5026924295217e-05	MyelingeneregulatoryfactorC-terminaldomain2	Zinccarboxypeptidase	0	0	18	0.000593687126884132	39	0.00128632210824895	5	0.000164913090801148	0	9.90589400693413e-05	0.00113917781079742	9.98575935606816e-07	2.2569149297621e-07	421.047878420627	1.06755535224243e-10
Peptidase_M49	Pacs-1	Pacs-1--Peptidase_M49	2	6.3351282863478e-05	PACS-1cytosolicsortingprotein	PeptidasefamilyM49	0	0	1	3.29826181602296e-05	6	0.000197895708961377	4	0.000131930472640918	0	9.90589400693413e-05	4.95294700346706e-05	1.00939549274592e-07	9.81267360766134e-09	6456.06746911625	4.95327444408813e-12
Per1	Furin-like	Furin-like--Per1	2	6.3351282863478e-05	Furin-likecysteinerichregion	Per1-likefamily	87	0.00286948777993997	5	0.000164913090801148	18	0.000593687126884132	9	0.000296843563442066	0	0.000346706290242694	4.95294700346706e-05	1.00939549274592e-07	3.43443576268146e-08	1844.59070546179	2.12248337773275e-10
Pkinase_Tyr	ARA70	ARA70--Pkinase_Tyr	4	0.000126702565726956	Nuclearcoactivator	Proteintyrosinekinase	5	0.000164913090801148	184	0.00606880174148224	137	0.00451861868795145	1	3.29826181602296e-05	0	4.95294700346706e-05	0.00633977216443784	3.4094320602307e-06	6.28011110890326e-07	201.752108409883	2.5102569416464e-11
Pkinase_Tyr	Bcr-Abl_Oligo	Bcr-Abl_Oligo--Pkinase_Tyr	4	0.000126702565726956	Bcr-Abloncoproteinoligomerisationdomain	Proteintyrosinekinase	15	0.000494739272403443	184	0.00606880174148224	137	0.00451861868795145	0	0	0	4.95294700346706e-05	0.00633977216443784	3.4094320602307e-06	6.28011110890326e-07	201.752108409883	2.5102569416464e-11
Pkinase_Tyr	DUF2046	DUF2046--Pkinase_Tyr	13	0.000411783338612607	UncharacterizedconservedproteinH4(DUF2046)	Proteintyrosinekinase	19	0.000626669745044362	184	0.00606880174148224	137	0.00451861868795145	1	3.29826181602296e-05	0	4.95294700346706e-05	0.00633977216443784	8.54785404650338e-05	6.28011110890326e-07	655.69435233212	1.62814777376476e-35
Pkinase_Tyr	Per1	Per1--Pkinase_Tyr	3	9.5026924295217e-05	Per1-likefamily	Proteintyrosinekinase	18	0.000593687126884132	184	0.00606880174148224	137	0.00451861868795145	5	0.000164913090801148	0	4.95294700346706e-05	0.00633977216443784	9.98575935606816e-07	6.28011110890326e-07	151.314081307412	6.33561292956026e-09
