domain	absolute_number	freq	Pfam_id	Pfam_description
DUF4078	1	3.29826181602296e-05	PF13300	Domainofunknownfunction(DUF4078)
DUF4097	1	3.29826181602296e-05	PF13349	Putativeadhesin
DUF4147	1	3.29826181602296e-05	PF13660	Domainofunknownfunction(DUF4147)
DUF4149	4	0.000131930472640918	PF13664	Domainofunknownfunction(DUF4149)
DUF4174	1	3.29826181602296e-05	PF13778	Domainofunknownfunction(DUF4174)
DUF4195	2	6.59652363204591e-05	PF13836	Domainofunknownfunction(DUF4195)
DUF4201	1	3.29826181602296e-05	PF13870	Domainofunknownfunction(DUF4201)
DUF4203	2	6.59652363204591e-05	PF13886	Domainofunknownfunction(DUF4203)
DUF4205	1	3.29826181602296e-05	PF13898	Domainofunknownfunction(DUF4205)
DUF4208	3	9.89478544806887e-05	PF13907	Domainofunknownfunction(DUF4208)
DUF4210	1	3.29826181602296e-05	PF13915	Domainofunknownfunction(DUF4210)
DUF4211	10	0.000329826181602296	PF13926	Domainofunknownfunction(DUF4211)
DUF4217	1	3.29826181602296e-05	PF13959	Domainofunknownfunction(DUF4217)
DUF4392	1	3.29826181602296e-05	PF14336	Domainofunknownfunction(DUF4392)
DUF4430	2	6.59652363204591e-05	PF14478	Domainofunknownfunction(DUF4430)
DUF4457	3	9.89478544806887e-05	PF14652	Domainofunknownfunction(DUF4457)
DUF4460	2	6.59652363204591e-05	PF14687	Domainofunknownfunction(DUF4460)
DUF4461	1	3.29826181602296e-05	PF14688	Domainofunknownfunction(DUF4461)
DUF4464	2	6.59652363204591e-05	PF14713	Domainofunknownfunction(DUF4464)
DUF4476	1	3.29826181602296e-05	PF14771	Domainofunknownfunction(DUF4476)
DUF4477	1	3.29826181602296e-05	PF14780	Domainofunknownfunction(DUF4477)
DUF4481	1	3.29826181602296e-05	PF14800	Domainofunknownfunction(DUF4481)
DUF4482	6	0.000197895708961377	PF14818	Domainofunknownfunction(DUF4482)
DUF4485	3	9.89478544806887e-05	PF14846	Domainofunknownfunction(DUF4485)
DUF4486	1	3.29826181602296e-05	PF14858	Domainofunknownfunction(DUF4486)
DUF4487	2	6.59652363204591e-05	PF14868	Domainofunknownfunction(DUF4487)
DUF4490	1	3.29826181602296e-05	PF14892	Domainofunknownfunction(DUF4490)
DUF4498	9	0.000296843563442066	PF14926	Domainofunknownfunction(DUF4498)
DUF4499	1	3.29826181602296e-05	PF14934	Domainofunknownfunction(DUF4499)
DUF4500	2	6.59652363204591e-05	PF14937	Domainofunknownfunction(DUF4500)
DUF4501	3	9.89478544806887e-05	PF14946	Domainofunknownfunction(DUF4501)
DUF4502	20	0.000659652363204591	PF14950	Domainofunknownfunction(DUF4502)
DUF4503	4	0.000131930472640918	PF14951	Domainofunknownfunction(DUF4503)
DUF4506	1	3.29826181602296e-05	PF14958	Domainofunknownfunction(DUF4506)
DUF4507	2	6.59652363204591e-05	PF14964	Domainofunknownfunction(DUF4507)
DUF4512	1	3.29826181602296e-05	PF14975	Domainofunknownfunction(DUF4512)
DUF4521	2	6.59652363204591e-05	PF15021	Proteinofunknownfunction(DUF4521)
DUF4524	1	3.29826181602296e-05	PF15025	Domainofunknownfunction(DUF4524)
DUF4525	2	6.59652363204591e-05	PF15027	Domainofunknownfunction(DUF4525)
DUF4533	3	9.89478544806887e-05	PF15047	Proteinofunknownfunction(DUF4533)
DUF4534	2	6.59652363204591e-05	PF15049	Proteinofunknownfunction(DUF4534)
DUF4537	1	3.29826181602296e-05	PF15057	Domainofunknownfunction(DUF4537)
DUF4542	1	3.29826181602296e-05	PF15075	Domainofunknownfunction(DUF4542)
DUF4548	1	3.29826181602296e-05	PF15081	Domainofunknownfunction(DUF4548)
DUF4551	2	6.59652363204591e-05	PF15087	Proteinofunknownfunction(DUF4551)
DUF4554	8	0.000263860945281836	PF15091	Domainofunknownfunction(DUF4554)
DUF4566	3	9.89478544806887e-05	PF15130	Domainofunknownfunction(DUF4566)
DUF4568	1	3.29826181602296e-05	PF15132	Domainofunknownfunction(DUF4568)
DUF4587	1	3.29826181602296e-05	PF15248	Domainofunknownfunction(DUF4587)
DUF4588	3	9.89478544806887e-05	PF15251	Domainofunknownfunction(DUF4588)
DUF4589	2	6.59652363204591e-05	PF15252	Domainofunknownfunction(DUF4589)
DUF4590	1	3.29826181602296e-05	PF15257	Domainofunknownfunction(DUF4590)
DUF4592	2	6.59652363204591e-05	PF15262	Domainofunknownfunction(DUF4592)
DUF4594	2	6.59652363204591e-05	PF15266	Domainofunknownfunction(DUF4594)
DUF4598	1	3.29826181602296e-05	PF15370	Domainofunknownfunction(DUF4598)
DUF4600	1	3.29826181602296e-05	PF15372	Domainofunknownfunction(DUF4600)
DUF4601	1	3.29826181602296e-05	PF15373	Domainofunknownfunction(DUF4601)
DUF4603	3	9.89478544806887e-05	PF15376	Domainofunknownfunction(DUF4603)
DUF4605	1	3.29826181602296e-05	PF15378	Domainofunknownfunction(DUF4605)
DUF4609	2	6.59652363204591e-05	PF15382	Domainofunknownfunction(DUF4609)
DUF4612	1	3.29826181602296e-05	PF15389	Domainofunknownfunction(DUF4612)
DUF4617	2	6.59652363204591e-05	PF15395	Domainofunknownfunction(DUF4617)
DUF4618	1	3.29826181602296e-05	PF15397	Domainofunknownfunction(DUF4618)
DUF4619	1	3.29826181602296e-05	PF15398	Domainofunknownfunction(DUF4619)
DUF4629	2	6.59652363204591e-05	PF15442	Domainofunknownfunction(DUF4629)
DUF4640	1	3.29826181602296e-05	PF15480	Domainofunknownfunction(DUF4640)
DUF4670	1	3.29826181602296e-05	PF15709	Domainofunknownfunction(DUF4670)
DUF4671	5	0.000164913090801148	PF15710	Domainofunknownfunction(DUF4671)
DUF4679	1	3.29826181602296e-05	PF15728	Domainofunknownfunction(DUF4679)
DUF4682	2	6.59652363204591e-05	PF15733	Domainofunknownfunction(DUF4682)
DUF4683	11	0.000362808799762525	PF15735	Domainofunknownfunction(DUF4683)
DUF4685	3	9.89478544806887e-05	PF15737	Domainofunknownfunction(DUF4685)
DUF4688	3	9.89478544806887e-05	PF15752	Domainofunknownfunction(DUF4688)
DUF4690	1	3.29826181602296e-05	PF15756	SmallNovelRichinCartilage
DUF4692	1	3.29826181602296e-05	PF15763	Regulatorofhumanerythroidcellexpansion(RHEX)
DUF4696	1	3.29826181602296e-05	PF15767	Domainofunknownfunction(DUF4696)
DUF4698	2	6.59652363204591e-05	PF15769	Domainofunknownfunction(DUF4698)
DUF4704	19	0.000626669745044362	PF15787	Domainofunknownfunction(DUF4704)
DUF4706	2	6.59652363204591e-05	PF15797	Domainofunknownfunction(DUF4706)
DUF4709	1	3.29826181602296e-05	PF15821	Domainofunknownfunction(DUF4709)
DUF4711	1	3.29826181602296e-05	PF15829	Domainofunknownfunction(DUF4711)
DUF4712	2	6.59652363204591e-05	PF15830	Domainofunknownfunction(DUF4712)
DUF4713	1	3.29826181602296e-05	PF15831	Domainofunknownfunction(DUF4713)
DUF4745	4	0.000131930472640918	PF15923	Domainofunknownfunction(DUF4745)
DUF4749	15	0.000494739272403443	PF15936	Domainofunknownfunction(DUF4749)
DUF4750	3	9.89478544806887e-05	PF15938	Domainofunknownfunction(DUF4750)
DUF4757	3	9.89478544806887e-05	PF15949	Domainofunknownfunction(DUF4757)
DUF4764	1	3.29826181602296e-05	PF15961	Domainofunknownfunction(DUF4764)
DUF4772	1	3.29826181602296e-05	PF15997	Domainofunknownfunction(DUF4772)
DUF4795	1	3.29826181602296e-05	PF16043	Domainofunknownfunction(DUF4795)
DUF4800	4	0.000131930472640918	PF16057	Domainofunknownfunction(DUF4800)
DUF4801	6	0.000197895708961377	PF16059	Domainofunknownfunction(DUF4801)
DUF4927	4	0.000131930472640918	PF16279	Domainofunknownfunction(DUF4927)
DUF4962	1	3.29826181602296e-05	PF16332	Domainofunknownfunction(DUF4962)
DUF498	7	0.000230878327121607	PF04430	Proteinofunknownfunction(DUF498/DUF598)
DUF5050	5	0.000164913090801148	PF16472	Domainofunknownfunction(DUF5050)
DUF525	7	0.000230878327121607	PF04379	ApaGdomain
DUF543	6	0.000197895708961377	PF04418	Domainofunknownfunction(DUF543)
DUF563	6	0.000197895708961377	PF04577	Proteinofunknownfunction(DUF563)
DUF572	4	0.000131930472640918	PF04502	Familyofunknownfunction(DUF572)
DUF667	1	3.29826181602296e-05	PF05018	Proteinofunknownfunction(DUF667)
DUF676	1	3.29826181602296e-05	PF05057	Putativeserineesterase(DUF676)
DUF716	3	9.89478544806887e-05	PF04819	Familyofunknownfunction(DUF716)
DUF719	4	0.000131930472640918	PF05334	Proteinofunknownfunction(DUF719)
DUF726	1	3.29826181602296e-05	PF05277	Proteinofunknownfunction(DUF726)
DUF737	9	0.000296843563442066	PF05300	Proteinofunknownfunction(DUF737)
DUF758	1	3.29826181602296e-05	PF05527	Domainofunknownfunction(DUF758)
DUF773	3	9.89478544806887e-05	PF05600	CDK5regulatorysubunit-associatedprotein3
DUF775	1	3.29826181602296e-05	PF05603	Proteinofunknownfunction(DUF775)
DUF778	1	3.29826181602296e-05	PF05608	Proteinofunknownfunction(DUF778)
DUF812	1	3.29826181602296e-05	PF05667	Proteinofunknownfunction(DUF812)
DUF829	3	9.89478544806887e-05	PF05705	Eukaryoticproteinofunknownfunction(DUF829)
DUF842	1	3.29826181602296e-05	PF05811	Eukaryoticproteinofunknownfunction(DUF842)
DUF866	1	3.29826181602296e-05	PF05907	Eukaryoticproteinofunknownfunction(DUF866)
DUF89	3	9.89478544806887e-05	PF01937	ProteinofunknownfunctionDUF89
DUF902	11	0.000362808799762525	PF06001	DomainofUnknownFunction(DUF902)
DUF908	4	0.000131930472640918	PF06012	DomainofUnknownFunction(DUF908)
DUF913	4	0.000131930472640918	PF06025	DomainofUnknownFunction(DUF913)
DUF953	4	0.000131930472640918	PF06110	Eukaryoticproteinofunknownfunction(DUF953)
DUF959	2	6.59652363204591e-05	PF06121	DomainofUnknownFunction(DUF959)
DUSP	15	0.000494739272403443	PF06337	DUSPdomain
DZF	13	0.000428774036082984	PF07528	DZFdomain
DZR	1	3.29826181602296e-05	PF12773	Doublezincribbon
Dak1	1	3.29826181602296e-05	PF02733	Dak1domain
Dak2	1	3.29826181602296e-05	PF02734	DAK2domain
Dapper	2	6.59652363204591e-05	PF15268	Dapper
DcpS	5	0.000164913090801148	PF05652	ScavengermRNAdecappingenzyme(DcpS)N-terminal
DcpS_C	7	0.000230878327121607	PF11969	ScavengermRNAdecappingenzymeC-termbinding
Death	41	0.00135228734456941	PF00531	Deathdomain
Defensin_beta_2	1	3.29826181602296e-05	PF13841	Betadefensin
DeoC	2	6.59652363204591e-05	PF01791	DeoC/LacDfamilyaldolase
Dexa_ind	3	9.89478544806887e-05	PF15198	Dexamethasone-induced
Dimerisation2	1	3.29826181602296e-05	PF16864	Dimerisationdomain
Diphthami_syn_2	2	6.59652363204591e-05	PF01902	Diphthamidesynthase
Diphthamide_syn	3	9.89478544806887e-05	PF01866	Putativediphthamidesynthesisprotein
Dishevelled	6	0.000197895708961377	PF02377	Dishevelledspecificdomain
Disintegrin	19	0.000626669745044362	PF00200	Disintegrin
Dna2	1	3.29826181602296e-05	PF08696	DNAreplicationfactorDna2
DnaJ	52	0.00171509614433194	PF00226	DnaJdomain
DnaJ_C	7	0.000230878327121607	PF01556	DnaJCterminaldomain
DnaJ_CXXCXGXG	4	0.000131930472640918	PF00684	DnaJcentraldomain
Dopey_N	3	9.89478544806887e-05	PF04118	Dopey,N-terminal
Dor1	1	3.29826181602296e-05	PF04124	Dor1-likefamily
Dpoe2NT	1	3.29826181602296e-05	PF12213	DNApolymerasesepsilonNterminal
Dpy-30	5	0.000164913090801148	PF05186	Dpy-30motif
Dpy19	7	0.000230878327121607	PF10034	Q-cellneuroblastpolarisation
Draxin	1	3.29826181602296e-05	PF15550	Draxin
Drf_DAD	5	0.000164913090801148	PF06345	DRFAutoregulatoryDomain
Drf_FH1	2	6.59652363204591e-05	PF06346	ForminHomologyRegion1
Drf_FH3	11	0.000362808799762525	PF06367	DiaphanousFH3Domain
Drf_GBD	20	0.000659652363204591	PF06371	DiaphanousGTPase-bindingDomain
Dsh_C	5	0.000164913090801148	PF12316	Segmentpolarityproteindishevelled(Dsh)Cterminal
DuoxA	1	3.29826181602296e-05	PF10204	Dualoxidasematurationfactor
Dus	3	9.89478544806887e-05	PF01207	Dihydrouridinesynthase(Dus)
Dymeclin	11	0.000362808799762525	PF09742	Dyggve-Melchior-Clausensyndromeprotein
Dynactin	1	3.29826181602296e-05	PF12455	Dyneinassociatedprotein
Dynamin_M	28	0.000923513308486428	PF01031	Dynamincentralregion
Dynamin_N	66	0.00217685279857515	PF00350	Dynaminfamily
Dynamitin	7	0.000230878327121607	PF04912	Dynamitin
Dynein_IC2	7	0.000230878327121607	PF11540	Cytoplasmicdynein1intermediatechain2
Dynein_heavy	29	0.000956495926646657	PF03028	DyneinheavychainregionD6P-loopdomain
Dynein_light	1	3.29826181602296e-05	PF01221	Dyneinlightchaintype1
Dysbindin	5	0.000164913090801148	PF04440	Dysbindin(Dystrobrevinbindingprotein1)
Dzip-like_N	1	3.29826181602296e-05	PF13815	Iguana/Dzip1-likeDAZ-interactingproteinN-terminal
E1-E2_ATPase	81	0.00267159207097859	PF00122	E1-E2ATPase
E1_4HB	2	6.59652363204591e-05	PF16191	Ubiquitin-activatingenzymeE1four-helixbundle
E1_DerP2_DerF2	3	9.89478544806887e-05	PF02221	MLdomain
E1_FCCH	2	6.59652363204591e-05	PF16190	Ubiquitin-activatingenzymeE1FCCHdomain
E1_UFD	1	3.29826181602296e-05	PF09358	Ubiquitinfolddomain
E1_dh	2	6.59652363204591e-05	PF00676	DehydrogenaseE1component
E2F_CC-MB	3	9.89478544806887e-05	PF16421	E2FtranscriptionfactorCC-MBdomain
E2F_TDP	3	9.89478544806887e-05	PF02319	E2F/DPfamilywinged-helixDNA-bindingdomain
E3_UbLigase_EDD	1	3.29826181602296e-05	PF11547	E3ubiquitinligaseEDD
E3_binding	3	9.89478544806887e-05	PF02817	e3bindingdomain
EAF	1	3.29826181602296e-05	PF09816	RNApolymeraseIItranscriptionelongationfactor
EAP30	1	3.29826181602296e-05	PF04157	EAP30/Vps36family
EB1	3	9.89478544806887e-05	PF03271	EB1-likeC-terminalmotif
EBP	3	9.89478544806887e-05	PF05241	Emopamilbindingprotein
EBP50_C	3	9.89478544806887e-05	PF09007	EBP50,C-terminal
ECH_1	21	0.000692634981364821	PF00378	Enoyl-CoAhydratase/isomerase
ECH_2	5	0.000164913090801148	PF16113	Enoyl-CoAhydratase/isomerase
ECSIT	3	9.89478544806887e-05	PF06239	EvolutionarilyconservedsignallingintermediateinTollpathway
ECSIT_C	3	9.89478544806887e-05	PF14784	C-terminaldomainoftheECSITprotein
EDR1	1	3.29826181602296e-05	PF14381	Ethylene-responsiveproteinkinaseLe-CTR1
EF-1_beta_acid	1	3.29826181602296e-05	PF10587	Eukaryoticelongationfactor1betacentralacidicregion
EF-hand_1	8	0.000263860945281836	PF00036	EFhand
EF-hand_10	2	6.59652363204591e-05	PF14788	EFhand
EF-hand_11	9	0.000296843563442066	PF08976	EF-handdomain
EF-hand_2	17	0.000560704508723902	PF09068	EFhand
EF-hand_3	15	0.000494739272403443	PF09069	EF-hand
EF-hand_4	26	0.000857548072165968	PF12763	Cytoskeletal-regulatorycomplexEFhand
EF-hand_5	32	0.00105544378112735	PF13202	EFhand
EF-hand_6	6	0.000197895708961377	PF13405	EF-handdomain
EF-hand_7	83	0.00273755730729905	PF13499	EF-handdomainpair
EF-hand_8	46	0.00151720043537056	PF13833	EF-handdomainpair
EF-hand_like	12	0.000395791417922755	PF09279	Phosphoinositide-specificphospholipaseC,efhand-like
EF1G	9	0.000296843563442066	PF00647	Elongationfactor1gamma,conserveddomain
EF1_GNE	1	3.29826181602296e-05	PF00736	EF-1guaninenucleotideexchangedomain
EFG_C	6	0.000197895708961377	PF00679	ElongationfactorGC-terminus
EFG_II	9	0.000296843563442066	PF14492	ElongationFactorG,domainII
EFG_IV	9	0.000296843563442066	PF03764	ElongationfactorG,domainIV
EFTUD2	6	0.000197895708961377	PF16004	116kDaU5smallnuclearribonucleoproteincomponentN-terminus
EF_TS	20	0.000659652363204591	PF00889	ElongationfactorTS
EF_assoc_1	1	3.29826181602296e-05	PF08355	EFhandassociated
EF_assoc_2	1	3.29826181602296e-05	PF08356	EFhandassociated
EFhand_Ca_insen	13	0.000428774036082984	PF08726	Ca2+insensitiveEFhand
EGF	81	0.00267159207097859	PF00008	EGF-likedomain
EGF_2	34	0.0011214090174478	PF07974	EGF-likedomain
EGF_3	8	0.000263860945281836	PF12947	EGFdomain
EGF_CA	106	0.00349615752498433	PF07645	Calcium-bindingEGFdomain
EHD_N	7	0.000230878327121607	PF16880	N-terminalEH-domaincontainingprotein
EHN	2	6.59652363204591e-05	PF06441	EpoxidehydrolaseNterminus
EIF4E-T	3	9.89478544806887e-05	PF10477	NucleocytoplasmicshuttlingproteinformRNAcap-bindingEIF4E
EIF_2_alpha	1	3.29826181602296e-05	PF07541	Eukaryotictranslationinitiationfactor2alphasubunit
ELFV_dehydrog	1	3.29826181602296e-05	PF00208	Glutamate/Leucine/Phenylalanine/Valinedehydrogenase
ELFV_dehydrog_N	1	3.29826181602296e-05	PF02812	Glu/Leu/Phe/Valdehydrogenase,dimerisationdomain
ELL	17	0.000560704508723902	PF10390	RNApolymeraseIIelongationfactorELL
ELM2	36	0.00118737425376826	PF01448	ELM2domain
ELMO_CED12	5	0.000164913090801148	PF04727	ELMO/CED-12family
ELO	5	0.000164913090801148	PF01151	GNS1/SUR4family
ELP6	2	6.59652363204591e-05	PF09807	Elongationcomplexprotein6
ELYS-bb	1	3.29826181602296e-05	PF16687	beta-propellerofELYSnucleoporin
EMC3_TMCO1	3	9.89478544806887e-05	PF01956	IntegralmembraneproteinEMC3/TMCO1-like
EMG1	2	6.59652363204591e-05	PF03587	EMG1/NEP1methyltransferase
EMI	7	0.000230878327121607	PF07546	EMIdomain
EMP24_GP25L	18	0.000593687126884132	PF01105	emp24/gp25L/p24family/GOLD
EMP70	20	0.000659652363204591	PF02990	Endomembraneprotein70
ENT	7	0.000230878327121607	PF03735	ENTdomain
ENTH	5	0.000164913090801148	PF01417	ENTHdomain
EPL1	16	0.000527721890563673	PF10513	Enhancerofpolycomb-like
EPTP	3	9.89478544806887e-05	PF03736	EPTPdomain
ER	1	3.29826181602296e-05	PF01133	Enhancerofrudimentary
ERAP1_C	7	0.000230878327121607	PF11838	ERAP1-likeC-terminaldomain
ERCC3_RAD25_C	1	3.29826181602296e-05	PF16203	ERCC3/RAD25/XPBC-terminalhelicase
ERCC4	3	9.89478544806887e-05	PF02732	ERCC4domain
ERG4_ERG24	5	0.000164913090801148	PF01222	ErgosterolbiosynthesisERG4/ERG24family
ERGIC_N	10	0.000329826181602296	PF13850	EndoplasmicReticulum-GolgiIntermediateCompartment(ERGIC)
ERM	6	0.000197895708961377	PF00769	Ezrin/radixin/moesinfamily
ERO1	5	0.000164913090801148	PF04137	EndoplasmicReticulumOxidoreductin1(ERO1)
ER_lumen_recept	3	9.89478544806887e-05	PF00810	ERlumenproteinretainingreceptor
ERbeta_N	1	3.29826181602296e-05	PF12497	Estrogenreceptorbeta
ESR1_C	1	3.29826181602296e-05	PF12743	Oestrogen-typenuclearreceptorfinalC-terminal
EST1	9	0.000296843563442066	PF10374	TelomeraseactivatingproteinEst1
EST1_DNA_bind	10	0.000329826181602296	PF10373	Est1DNA/RNAbindingdomain
ETC_C1_NDUFA4	4	0.000131930472640918	PF04800	ETCcomplexIsubunitconservedregion
ETF	6	0.000197895708961377	PF01012	Electrontransferflavoproteindomain
ETF_alpha	4	0.000131930472640918	PF00766	ElectrontransferflavoproteinFAD-bindingdomain
ETS_PEA3_N	14	0.000461756654243214	PF04621	PEA3subfamilyETS-domaintranscriptionfactorNterminaldomain
EURL	1	3.29826181602296e-05	PF06937	EURLprotein
EVC2_like	1	3.29826181602296e-05	PF12297	EllisvanCreveldprotein2likeprotein
EXS	1	3.29826181602296e-05	PF03124	EXSfamily
EZH2_WD-Binding	7	0.000230878327121607	PF11616	WDrepeatbindingproteinEZH2
E_Pc_C	1	3.29826181602296e-05	PF06752	EnhancerofPolycombC-terminus
EamA	1	3.29826181602296e-05	PF00892	EamA-liketransporterfamily
Eapp_C	1	3.29826181602296e-05	PF10238	E2F-associatedphosphoprotein
Ebp2	1	3.29826181602296e-05	PF05890	EukaryoticrRNAprocessingproteinEBP2
Ecm29	3	9.89478544806887e-05	PF13001	Proteasomestabiliser
Edc3_linker	2	6.59652363204591e-05	PF16598	LinkerregionofenhancerofmRNA-decappingprotein3
Elf-1_N	7	0.000230878327121607	PF12310	TranscriptionfactorproteinNterminal
Elf1	1	3.29826181602296e-05	PF05129	TranscriptionelongationfactorElf1like
EloA-BP1	1	3.29826181602296e-05	PF15870	ElonginAbinding-protein1
Elongin_A	1	3.29826181602296e-05	PF06881	RNApolymeraseIItranscriptionfactorSIII(Elongin)subunitA
Endonuclease_5	4	0.000131930472640918	PF04493	EndonucleaseV
Endonuclease_NS	11	0.000362808799762525	PF01223	DNA/RNAnon-specificendonuclease
Endostatin	2	6.59652363204591e-05	PF06482	CollagenaseNC10andEndostatin
Enolase_C	16	0.000527721890563673	PF00113	Enolase,C-terminalTIMbarreldomain
Enolase_N	9	0.000296843563442066	PF03952	Enolase,N-terminaldomain
EphA2_TM	5	0.000164913090801148	PF14575	Ephrintype-Areceptor2transmembranedomain
Ephrin	13	0.000428774036082984	PF00812	Ephrin
Ephrin_lbd	23	0.00075860021768528	PF01404	Ephrinreceptorligandbindingdomain
Ephrin_rec_like	55	0.00181404399881263	PF07699	Putativeephrin-receptorlike
Epiglycanin_C	1	3.29826181602296e-05	PF14654	Mucin,catalytic,TMandcytoplasmictailregion
Epiglycanin_TR	1	3.29826181602296e-05	PF05647	Tandem-repeatingregionofmucin,epiglycanin-like
Epimerase	2	6.59652363204591e-05	PF01370	NADdependentepimerase/dehydratasefamily
Epimerase_2	4	0.000131930472640918	PF02350	UDP-N-acetylglucosamine2-epimerase
EpoR_lig-bind	3	9.89478544806887e-05	PF09067	Erythropoietinreceptor,ligandbinding
Erf4	11	0.000362808799762525	PF10256	GolginsubfamilyAmember7/ERF4family
Erv26	1	3.29826181602296e-05	PF04148	TransmembraneadaptorErv26
Esterase	1	3.29826181602296e-05	PF00756	Putativeesterase
Ets	142	0.0046835317787526	PF00178	Ets-domain
Evr1_Alr	2	6.59652363204591e-05	PF04777	Erv1/Alrfamily
Exo70	3	9.89478544806887e-05	PF03081	Exo70exocystcomplexsubunit
Exo_endo_phos	15	0.000494739272403443	PF03372	Endonuclease/Exonuclease/phosphatasefamily
Exostosin	15	0.000494739272403443	PF03016	Exostosinfamily
F-actin_cap_A	7	0.000230878327121607	PF01267	F-actincappingproteinalphasubunit
F-box	19	0.000626669745044362	PF00646	F-boxdomain
F-box-like	60	0.00197895708961377	PF12937	F-box-like
F420_oxidored	3	9.89478544806887e-05	PF03807	NADPoxidoreductasecoenzymeF420-dependent
F5_F8_type_C	27	0.000890530690326198	PF00754	F5/8typeCdomain
FA	17	0.000560704508723902	PF08736	FERMadjacent(FA)
FAA_hydrolase	5	0.000164913090801148	PF01557	Fumarylacetoacetate(FAA)hydrolasefamily
FAD-oxidase_C	1	3.29826181602296e-05	PF02913	FADlinkedoxidases,C-terminaldomain
FAD_binding_1	2	6.59652363204591e-05	PF00667	FADbindingdomain
FAD_binding_2	5	0.000164913090801148	PF00890	FADbindingdomain
FAD_binding_3	4	0.000131930472640918	PF01494	FADbindingdomain
FAD_binding_4	6	0.000197895708961377	PF01565	FADbindingdomain
FAD_binding_5	2	6.59652363204591e-05	PF00941	FADbindingdomaininmolybdopterindehydrogenase
FAD_binding_6	4	0.000131930472640918	PF00970	OxidoreductaseFAD-bindingdomain
FAM104	1	3.29826181602296e-05	PF15434	Family104
FAM110_C	2	6.59652363204591e-05	PF14160	Centrosome-associatedCterminus
FAM110_N	1	3.29826181602296e-05	PF14161	Centrosome-associatedNterminus
FAM117	8	0.000263860945281836	PF15388	ProteinFamilyFAM117
FAM131	2	6.59652363204591e-05	PF15010	Putativecellsignalling
FAM177	3	9.89478544806887e-05	PF14774	FAM177family
FAM178	2	6.59652363204591e-05	PF14816	Familyofunknownfunction,FAM178
FAM180	2	6.59652363204591e-05	PF15173	FAM180family
FAM184	1	3.29826181602296e-05	PF15665	Familywithsequencesimilarity184,AandB
FAM193_C	4	0.000131930472640918	PF15914	FAM193familyC-terminal
FAM196	1	3.29826181602296e-05	PF15265	FAM196family
FAM216B	1	3.29826181602296e-05	PF15107	FAM216Bproteinfamily
FAM219A	1	3.29826181602296e-05	PF15260	ProteinfamilyFAM219A
FAM221	1	3.29826181602296e-05	PF14753	ProteinFAM221A/B
FAM222A	5	0.000164913090801148	PF15258	ProteinfamilyofFAM222A
FAM35_C	1	3.29826181602296e-05	PF15793	ProteinfamilyFAM35,C-terminal
FAM47	2	6.59652363204591e-05	PF14642	FAM47family
FAM53	2	6.59652363204591e-05	PF15242	FamilyofFAM53
FAM60A	1	3.29826181602296e-05	PF15396	ProteinFamilyFAM60A
FAM70	2	6.59652363204591e-05	PF14967	FAM70protein
FAM76	3	9.89478544806887e-05	PF16046	FAM76protein
FAM83	14	0.000461756654243214	PF07894	FAM83A-H
FAM86	2	6.59652363204591e-05	PF14904	Familyofunknownfunction
FAM91_C	2	6.59652363204591e-05	PF14648	FAM91C-terminus
FAM91_N	2	6.59652363204591e-05	PF14647	FAM91N-terminus
FANCAA	2	6.59652363204591e-05	PF15146	Fanconianemia-associated
FANCD2OS	1	3.29826181602296e-05	PF15124	FANCD2oppositestrandprotein
FANCI_HD1	1	3.29826181602296e-05	PF14679	FANCIhelicaldomain1
FANCI_S1	1	3.29826181602296e-05	PF14675	FANCIsolenoid1
FANCI_S1-cap	1	3.29826181602296e-05	PF14674	FANCIsolenoid1cap
FANCI_S4	1	3.29826181602296e-05	PF14678	FANCIsolenoid4
FANCL_C	1	3.29826181602296e-05	PF11793	FANCLC-terminaldomain
FAO_M	1	3.29826181602296e-05	PF16350	FADdependentoxidoreductasecentraldomain
FAST_1	3	9.89478544806887e-05	PF06743	FASTkinase-likeprotein,subdomain1
FAST_2	1	3.29826181602296e-05	PF08368	FASTkinase-likeprotein,subdomain2
FAT	7	0.000230878327121607	PF02259	FATdomain
FATC	14	0.000461756654243214	PF02260	FATCdomain
FA_desaturase	8	0.000263860945281836	PF00487	Fattyaciddesaturase
FA_hydroxylase	1	3.29826181602296e-05	PF04116	Fattyacidhydroxylasesuperfamily
FCH	47	0.00155018305353079	PF00611	Fes/CIP4,andEFC/F-BARhomologydomain
FCP1_C	1	3.29826181602296e-05	PF09309	FCP1,C-terminal
FDC-SP	1	3.29826181602296e-05	PF15215	Folliculardendriticcellsecretedpeptide
FDF	5	0.000164913090801148	PF09532	FDFdomain
FDX-ACB	4	0.000131930472640918	PF03147	Ferredoxin-foldanticodonbindingdomain
FERM_C	36	0.00118737425376826	PF09380	FERMC-terminalPH-likedomain
FERM_M	86	0.00283650516177974	PF00373	FERMcentraldomain
FERM_N	73	0.00240773112569676	PF09379	FERMN-terminaldomain
FERM_f0	6	0.000197895708961377	PF16511	N-terminalorF0domainofTalin-headFERM
FEZ	2	6.59652363204591e-05	PF07763	FEZ-likeprotein
FF	12	0.000395791417922755	PF01846	FFdomain
FG-GAP	13	0.000428774036082984	PF01839	FG-GAPrepeat
FGE-sulfatase	7	0.000230878327121607	PF03781	Sulfatase-modifyingfactorenzyme1
FGF	12	0.000395791417922755	PF00167	Fibroblastgrowthfactor
FGGY_C	9	0.000296843563442066	PF02782	FGGYfamilyofcarbohydratekinases,C-terminaldomain
