Pfam_name	Pfam_description	freq	freq1
Leptin	Leptin	1	4.95294700346706e-05
IL5	Interleukin5	1	4.95294700346706e-05
RyR	RyRdomain	3	0.000148588410104012
Caldesmon	Caldesmon	2	9.90589400693413e-05
RBFA	Ribosome-bindingfactorA	1	4.95294700346706e-05
SCP2	SCP-2steroltransferfamily	5	0.000247647350173353
SAP	SAPdomain	19	0.000941059930658742
ATP1G1_PLM_MAT8	ATP1G1/PLM/MAT8family	8	0.000396235760277365
Bombesin	Bombesin-likepeptide	2	9.90589400693413e-05
CBFB_NFYA	CCAAT-bindingtranscriptionfactor(CBF-B/NF-YA)subunitB	1	4.95294700346706e-05
COX6A	CytochromecoxidasesubunitVIa	2	9.90589400693413e-05
Glyco_hydro_30	Glycosylhydrolasefamily30TIM-barreldomain	1	4.95294700346706e-05
Glyco_hydro_59	Glycosylhydrolasefamily59	1	4.95294700346706e-05
Guanylin	Guanylinprecursor	2	9.90589400693413e-05
IL3	Interleukin-3	1	4.95294700346706e-05
ISK_Channel	Slowvoltage-gatedpotassiumchannel	6	0.000297176820208024
MARCKS	MARCKSfamily	2	9.90589400693413e-05
MAS20	MAS20proteinimportreceptor	2	9.90589400693413e-05
NMU	NeuromedinU	1	4.95294700346706e-05
Orexin	Prepro-orexin	1	4.95294700346706e-05
SURF4	SURF4family	1	4.95294700346706e-05
Synapsin	Synapsin,N-terminaldomain	3	0.000148588410104012
TP1	Nucleartransitionprotein1	1	4.95294700346706e-05
Urotensin_II	UrotensinII	2	9.90589400693413e-05
Palm_thioest	Palmitoylproteinthioesterase	3	0.000148588410104012
60KD_IMP	60Kdinnermembraneprotein	2	9.90589400693413e-05
Josephin	Josephin	4	0.000198117880138683
ODC_AZ	Ornithinedecarboxylaseantizyme	3	0.000148588410104012
Ocular_alb	Ocularalbinismtype1protein	1	4.95294700346706e-05
SURF1	SURF1family	1	4.95294700346706e-05
Fanconi_C	FanconianaemiagroupCprotein	1	4.95294700346706e-05
DAD	DADfamily	1	4.95294700346706e-05
Phosducin	Phosducin	4	0.000198117880138683
Rho_GDI	RHOproteinGDPdissociationinhibitor	3	0.000148588410104012
IP_trans	Phosphatidylinositoltransferprotein	5	0.000247647350173353
PTE	Phosphotriesterasefamily	1	4.95294700346706e-05
Peptidase_M18	AminopeptidaseIzincmetalloprotease(M18)	1	4.95294700346706e-05
UPF0054	UncharacterizedproteinfamilyUPF0054	1	4.95294700346706e-05
zf-TAZ	TAZzincfinger	2	9.90589400693413e-05
NTF2	Nucleartransportfactor2(NTF2)domain	9	0.000445765230312036
A_deamin	Adenosine-deaminase(editase)domain	6	0.000297176820208024
Beach	Beige/BEACHdomain	9	0.000445765230312036
Gal_Lectin	Galactosebindinglectindomain	5	0.000247647350173353
DENN	DENN(AEX-3)domain	16	0.00079247152055473
MGS	MGS-likedomain	3	0.000148588410104012
Rad1	RepairproteinRad1/Rec1/Rad17	1	4.95294700346706e-05
Rap_GAP	Rap/ran-GAP	10	0.000495294700346706
SIR2	Sir2family	7	0.000346706290242694
zf-UBP	Zn-fingerinubiquitin-hydrolasesandotherprotein	14	0.000693412580485389
KA1	Kinaseassociateddomain1	5	0.000247647350173353
RNA_POL_M_15KD	RNApolymerasesM/15Kdsubunit	2	9.90589400693413e-05
GCR	Glucocorticoidreceptor	1	4.95294700346706e-05
Man-6-P_recep	Mannose-6-phosphatereceptor	1	4.95294700346706e-05
Neuregulin	Neuregulinintracellularregion	3	0.000148588410104012
Oest_recep	Oestrogenreceptor	1	4.95294700346706e-05
Prog_receptor	Progesteronereceptor	1	4.95294700346706e-05
Peptidase_M50	PeptidasefamilyM50	1	4.95294700346706e-05
WT1	Wilm'stumourprotein	1	4.95294700346706e-05
Androgen_recep	Androgenreceptor	1	4.95294700346706e-05
Cytochrom_C1	CytochromeC1family	1	4.95294700346706e-05
PAZ	PAZdomain	9	0.000445765230312036
Piwi	Piwidomain	8	0.000396235760277365
KIX	KIXdomain	2	9.90589400693413e-05
pKID	pKIDdomain	3	0.000148588410104012
IRS	PTBdomain(IRS-1type)	12	0.000594353640416047
zf-TRAF	TRAF-typezincfinger	6	0.000297176820208024
APP_N	AmyloidA4N-terminalheparin-binding	3	0.000148588410104012
AT_hook	AThookmotif	1	4.95294700346706e-05
BAG	BAGdomain	4	0.000198117880138683
BH4	Bcl-2homologyregion4	4	0.000198117880138683
FH2	ForminHomology2Domain	15	0.000742942050520059
SAD_SRA	SAD/SRAdomain	2	9.90589400693413e-05
HAT	HAT(Half-A-TPR)repeat	1	4.95294700346706e-05
HR1	Hr1repeat	5	0.000247647350173353
TFIIE_beta	TFIIEbetasubunitcoredomain	1	4.95294700346706e-05
GAS2	Growth-Arrest-SpecificProtein2Domain	6	0.000297176820208024
GoLoco	GoLocomotif	7	0.000346706290242694
ITAM	Immunoreceptortyrosine-basedactivationmotif	6	0.000297176820208024
LON_substr_bdg	ATP-dependentproteaseLa(LON)substrate-bindingdomain	6	0.000297176820208024
OLF	Olfactomedin-likedomain	13	0.000643883110450718
PI3K_p85B	PI3-kinasefamily,p85-bindingdomain	3	0.000148588410104012
PXA	PXAdomain	4	0.000198117880138683
ParBc	ParB-likenucleasedomain	1	4.95294700346706e-05
RBD	Raf-likeRas-bindingdomain	6	0.000297176820208024
RIIa	RegulatorysubunitoftypeIIPKAR-subunit	7	0.000346706290242694
SAM_PNT	Sterilealphamotif(SAM)/Pointeddomain	11	0.000544824170381377
SapA	SaposinA-typedomain	3	0.000148588410104012
SWIB	SWIB/MDM2domain	5	0.000247647350173353
VPS9	Vacuolarsortingprotein9(VPS9)domain	10	0.000495294700346706
WH2	WH2motif	14	0.000693412580485389
zf-UBR	PutativezincfingerinN-recognin(UBRbox)	7	0.000346706290242694
Sorb	Sorbinhomologousdomain	3	0.000148588410104012
VHP	Villinheadpiecedomain	8	0.000396235760277365
Laminin_G_2	LamininGdomain	35	0.00173353145121347
GED	DynaminGTPaseeffectordomain	6	0.000297176820208024
GYF	GYFdomain	3	0.000148588410104012
BTB_2	BTB/POZdomain	50	0.00247647350173353
HS1_rep	RepeatinHS1/Cortactin	2	9.90589400693413e-05
MTHFR	Methylenetetrahydrofolatereductase	1	4.95294700346706e-05
E1_DerP2_DerF2	MLdomain	4	0.000198117880138683
Thymidylate_kin	Thymidylatekinase	2	9.90589400693413e-05
PA	PAdomain	18	0.000891530460624071
PC4	TranscriptionalCoactivatorp15(PC4)	1	4.95294700346706e-05
Abhydrolase_2	Phospholipase/Carboxylesterase	3	0.000148588410104012
PNTB	NAD(P)transhydrogenasebetasubunit	1	4.95294700346706e-05
CDI	Cyclin-dependentkinaseinhibitor	3	0.000148588410104012
BPL_C	BiotinproteinligaseCterminaldomain	1	4.95294700346706e-05
COX7a	CytochromecoxidasesubunitVII	3	0.000148588410104012
Propep_M14	Carboxypeptidaseactivationpeptide	8	0.000396235760277365
Pur_DNA_glyco	Methylpurine-DNAglycosylase(MPG)	1	4.95294700346706e-05
PA28_alpha	Proteasomeactivatorpa28alphasubunit	3	0.000148588410104012
PA28_beta	Proteasomeactivatorpa28betasubunit	3	0.000148588410104012
TrkA_N	TrkA-Ndomain	1	4.95294700346706e-05
Fe_hyd_SSU	Ironhydrogenasesmallsubunit	2	9.90589400693413e-05
RFX_DNA_binding	RFXDNA-bindingdomain	9	0.000445765230312036
FAT	FATdomain	5	0.000247647350173353
FATC	FATCdomain	5	0.000247647350173353
Cbl_N	CBLproto-oncogeneN-terminaldomain1	3	0.000148588410104012
GBP	Guanylate-bindingprotein,N-terminaldomain	11	0.000544824170381377
Rib_hydrolayse	ADP-ribosylcyclase	2	9.90589400693413e-05
TFIIA_gamma_N	TranscriptioninitiationfactorIIA,gammasubunit,helicaldomain	1	4.95294700346706e-05
TFIID-18kDa	TranscriptioninitiationfactorIID,18kDsubunit	2	9.90589400693413e-05
TFIIF_beta	TFIIF,betasubunitHTHdomain	1	4.95294700346706e-05
UCR_14kD	Ubiquinol-cytochromeCreductasecomplex14kDsubunit	1	4.95294700346706e-05
DHHA1	DHHA1domain	1	4.95294700346706e-05
Amidinotransf	Amidinotransferase	2	9.90589400693413e-05
CBAH	LinearamideC-Nhydrolases,choloylglycinehydrolasefamily	2	9.90589400693413e-05
COX5A	CytochromecoxidasesubunitVa	1	4.95294700346706e-05
COX8	CytochromeoxidasecsubunitVIII	2	9.90589400693413e-05
SRP14	Signalrecognitionparticle14kDprotein	1	4.95294700346706e-05
TFIID-31kDa	TranscriptioninitiationfactorIID,31kDsubunit	2	9.90589400693413e-05
z-alpha	Adenosinedeaminasez-alphadomain	2	9.90589400693413e-05
Alpha_adaptin_C	AlphaadaptinAP2,C-terminaldomain	2	9.90589400693413e-05
COX6B	CytochromeoxidasecsubunitVIb	3	0.000148588410104012
HORMA	HORMAdomain	4	0.000198117880138683
B12-binding	B12bindingdomain	2	9.90589400693413e-05
CBF_beta	Corebindingfactorbetasubunit	1	4.95294700346706e-05
FYVE_2	FYVE-typezincfinger	11	0.000544824170381377
E2F_TDP	E2F/DPfamilywinged-helixDNA-bindingdomain	11	0.000544824170381377
UCR_hinge	Ubiquinol-cytochromeCreductasehingeprotein	2	9.90589400693413e-05
MAM33	Mitochondrialglycoprotein	1	4.95294700346706e-05
OTU	OTU-likecysteineprotease	13	0.000643883110450718
Myc-LZ	Mycleucinezipperdomain	1	4.95294700346706e-05
GDC-P	GlycinecleavagesystemP-protein	1	4.95294700346706e-05
CTP_transf_3	Cytidylyltransferase	1	4.95294700346706e-05
Epimerase_2	UDP-N-acetylglucosamine2-epimerase	1	4.95294700346706e-05
GDNF	GDNF/GAS1domain	6	0.000297176820208024
Latrophilin	LatrophilinCytoplasmicC-terminalregion	3	0.000148588410104012
CDC48_N	Celldivisionprotein48(CDC48),N-terminaldomain	2	9.90589400693413e-05
PMT	Dolichyl-phosphate-mannose-proteinmannosyltransferase	2	9.90589400693413e-05
Big_2	BacterialIg-likedomain(group2)	2	9.90589400693413e-05
IL15	Interleukin15	2	9.90589400693413e-05
JmjC	JmjCdomain,hydroxylase	25	0.00123823675086677
ArsA_ATPase	Anion-transportingATPase	1	4.95294700346706e-05
JmjN	jmjNdomain	11	0.000544824170381377
CUT	CUTdomain	7	0.000346706290242694
Dishevelled	Dishevelledspecificdomain	3	0.000148588410104012
Syja_N	SacIhomologydomain	5	0.000247647350173353
Cornifin	Cornifin(SPRR)family	3	0.000148588410104012
Methyltransf_4	Putativemethyltransferase	1	4.95294700346706e-05
IL1_propep	Interleukin-1propeptide	2	9.90589400693413e-05
Seryl_tRNA_N	Seryl-tRNAsynthetaseN-terminaldomain	1	4.95294700346706e-05
SCF	Stemcellfactor	1	4.95294700346706e-05
RsfS	Ribosomalsilencingfactorduringstarvation	1	4.95294700346706e-05
TSP_3	Thrombospondintype3repeat	5	0.000247647350173353
OCD_Mu_crystall	Ornithinecyclodeaminase/mu-crystallinfamily	1	4.95294700346706e-05
Fringe	Fringe-like	5	0.000247647350173353
PYC_OADA	Conservedcarboxylasedomain	1	4.95294700346706e-05
Ski_Sno	SKI/SNO/DACfamily	7	0.000346706290242694
Flavoprotein	Flavoprotein	1	4.95294700346706e-05
LCAT	Lecithin:cholesterolacyltransferase	2	9.90589400693413e-05
Reticulon	Reticulon	4	0.000198117880138683
Patched	Patchedfamily	9	0.000445765230312036
SMC_N	RecF/RecN/SMCNterminaldomain	7	0.000346706290242694
Tim17	Tim17/Tim22/Tim23/Pmp24family	8	0.000396235760277365
Fasciclin	Fasciclindomain	4	0.000198117880138683
Met_10	Met-10+like-protein	2	9.90589400693413e-05
Branch	Core-2/I-Branchingenzyme	7	0.000346706290242694
CLN3	CLN3protein	2	9.90589400693413e-05
cobW	CobW/HypB/UreG,nucleotide-bindingdomain	5	0.000247647350173353
MORN	MORNrepeat	16	0.00079247152055473
HYR	HYRdomain	3	0.000148588410104012
Spin-Ssty	Spin/SstyFamily	5	0.000247647350173353
CoA_transf_3	CoA-transferasefamilyIII	2	9.90589400693413e-05
STT3	OligosaccharyltransferaseSTT3subunit	2	9.90589400693413e-05
CPBP	CPBPintramembranemetalloprotease	1	4.95294700346706e-05
HATPase_c	Histidinekinase-,DNAgyraseB-,andHSP90-likeATPase	10	0.000495294700346706
Flavodoxin_2	Flavodoxin-likefold	2	9.90589400693413e-05
Zip	ZIPZinctransporter	15	0.000742942050520059
mTERF	mTERF	4	0.000198117880138683
Hydantoinase_B	HydantoinaseB/oxoprolinase	1	4.95294700346706e-05
NAD_synthase	NADsynthase	2	9.90589400693413e-05
Steroid_dh	3-oxo-5-alpha-steroid4-dehydrogenase	5	0.000247647350173353
Maf	Maf-likeprotein	1	4.95294700346706e-05
PhzC-PhzF	Phenazinebiosynthesis-likeprotein	1	4.95294700346706e-05
S-methyl_trans	HomocysteineS-methyltransferase	3	0.000148588410104012
Cu-oxidase_4	Multi-copperpolyphenoloxidoreductaselaccase	2	9.90589400693413e-05
Tyr_Deacylase	D-Tyr-tRNA(Tyr)deacylase	2	9.90589400693413e-05
DUF155	UncharacterisedACR,YagEfamilyCOG1723	1	4.95294700346706e-05
PIG-L	GlcNAc-PIde-N-acetylase	1	4.95294700346706e-05
SRAP	SOSresponseassociatedpeptidase(SRAP)	1	4.95294700346706e-05
DUF167	UncharacterisedACR,YggUfamilyCOG1872	1	4.95294700346706e-05
ThiS	ThiSfamily	1	4.95294700346706e-05
Methyltrn_RNA_3	PutativeRNAmethyltransferase	1	4.95294700346706e-05
HEM4	Uroporphyrinogen-IIIsynthaseHemD	1	4.95294700346706e-05
B12-binding_2	B12bindingdomain	1	4.95294700346706e-05
ClpS	ATP-dependentClpproteaseadaptorproteinClpS	2	9.90589400693413e-05
COX15-CtaA	Cytochromeoxidaseassemblyprotein	1	4.95294700346706e-05
CoA_binding	CoAbindingdomain	2	9.90589400693413e-05
SCO1-SenC	SCO1/SenC	2	9.90589400693413e-05
Methyltransf_28	PutativeS-adenosyl-L-methionine-dependentmethyltransferase	1	4.95294700346706e-05
GatB_Yqey	GatBdomain	1	4.95294700346706e-05
Fic	Fic/DOCfamily	1	4.95294700346706e-05
PS_Dcarbxylase	Phosphatidylserinedecarboxylase	1	4.95294700346706e-05
TauD	TaurinecatabolismdioxygenaseTauD,TfdAfamily	2	9.90589400693413e-05
PAH	Pairedamphipathichelixrepeat	3	0.000148588410104012
TYW3	MethyltransferaseTYW3	1	4.95294700346706e-05
Pirin	Pirin	1	4.95294700346706e-05
Glu-tRNAGln	Glu-tRNAGlnamidotransferaseCsubunit	2	9.90589400693413e-05
Herpes_Helicase	Helicase	1	4.95294700346706e-05
Na_Pi_cotrans	Na+/Pi-cotransporter	3	0.000148588410104012
UPF0061	UncharacterizedACR,YdiU/UPF0061family	1	4.95294700346706e-05
Glyco_transf_7C	N-terminaldomainofgalactosyltransferase	8	0.000396235760277365
RSN1_7TM	Calcium-dependentchannel,7TMregion,putativephosphate	3	0.000148588410104012
CDC45	CDC45-likeprotein	1	4.95294700346706e-05
Cu_amine_oxidN2	Copperamineoxidase,N2domain	3	0.000148588410104012
Cu_amine_oxidN3	Copperamineoxidase,N3domain	3	0.000148588410104012
OTCace_N	Aspartate/ornithinecarbamoyltransferase,carbamoyl-Pbindingdomain	2	9.90589400693413e-05
SKIP_SNW	SKIP/SNWdomain	1	4.95294700346706e-05
ERCC4	ERCC4domain	5	0.000247647350173353
Dak1	Dak1domain	1	4.95294700346706e-05
Dak2	DAK2domain	1	4.95294700346706e-05
Ku	Ku70/Ku80beta-barreldomain	2	9.90589400693413e-05
Myosin_N	MyosinN-terminalSH3-likedomain	14	0.000693412580485389
3HCDH_N	3-hydroxyacyl-CoAdehydrogenase,NADbindingdomain	4	0.000198117880138683
Ald_Xan_dh_C2	Molybdopterin-bindingdomainofaldehydedehydrogenase	2	9.90589400693413e-05
Colipase_C	Colipase,C-terminaldomain	1	4.95294700346706e-05
GalP_UDP_tr_C	Galactose-1-phosphateuridyltransferase,C-terminaldomain	1	4.95294700346706e-05
MR_MLE_N	Mandelateracemase/muconatelactonizingenzyme,N-terminaldomain	1	4.95294700346706e-05
PCNA_C	Proliferatingcellnuclearantigen,C-terminaldomain	1	4.95294700346706e-05
QRPTase_N	Quinolinatephosphoribosyltransferase,N-terminaldomain	2	9.90589400693413e-05
Synapsin_C	Synapsin,ATPbindingdomain	3	0.000148588410104012
TFIIA_gamma_C	TranscriptioninitiationfactorIIA,gammasubunit	1	4.95294700346706e-05
Arrestin_C	Arrestin(orS-antigen),C-terminaldomain	10	0.000495294700346706
RPEL	RPELrepeat	7	0.000346706290242694
PYRIN	PAAD/DAPIN/Pyrindomain	22	0.00108964834076275
RUN	RUNdomain	19	0.000941059930658742
HIN	HIN-200/IF120xdomain	4	0.000198117880138683
Cbl_N2	CBLproto-oncogeneN-terminus,EFhand-likedomain	3	0.000148588410104012
Cbl_N3	CBLproto-oncogeneN-terminus,SH2-likedomain	3	0.000148588410104012
POT1	TelomericsinglestrandedDNAbindingPOT1/CDC13	1	4.95294700346706e-05
AIRS_C	AIRsynthaserelatedprotein,C-terminaldomain	4	0.000198117880138683
Acyl-CoA_dh_M	Acyl-CoAdehydrogenase,middledomain	15	0.000742942050520059
Acyl-CoA_dh_N	Acyl-CoAdehydrogenase,N-terminaldomain	11	0.000544824170381377
S-AdoMet_synt_M	S-adenosylmethioninesynthetase,centraldomain	2	9.90589400693413e-05
S-AdoMet_synt_C	S-adenosylmethioninesynthetase,C-terminaldomain	2	9.90589400693413e-05
TPP_enzyme_C	Thiaminepyrophosphateenzyme,C-terminalTPPbindingdomain	2	9.90589400693413e-05
TPP_enzyme_N	Thiaminepyrophosphateenzyme,N-terminalTPPbindingdomain	2	9.90589400693413e-05
Sod_Fe_C	Iron/manganesesuperoxidedismutases,C-terminaldomain	1	4.95294700346706e-05
tRNA_int_endo_N	tRNAintronendonuclease,N-terminaldomain	1	4.95294700346706e-05
Transket_pyr	Transketolase,pyrimidinebindingdomain	8	0.000396235760277365
Transketolase_C	Transketolase,C-terminaldomain	5	0.000247647350173353
G6PD_C	Glucose-6-phosphatedehydrogenase,C-terminaldomain	2	9.90589400693413e-05
FGGY_C	FGGYfamilyofcarbohydratekinases,C-terminaldomain	6	0.000297176820208024
Orn_Arg_deC_N	Pyridoxal-dependentdecarboxylase,pyridoxalbindingdomain	3	0.000148588410104012
Biotin_carb_C	BiotincarboxylaseC-terminaldomain	5	0.000247647350173353
CPSase_L_D2	Carbamoyl-phosphatesynthaseLchain,ATPbindingdomain	7	0.000346706290242694
CPSase_L_D3	Carbamoyl-phosphatesynthetaselargechain,oligomerisationdomain	2	9.90589400693413e-05
Peptidase_M17_N	Cytosolaminopeptidasefamily,N-terminaldomain	1	4.95294700346706e-05
DDT	DDTdomain	4	0.000198117880138683
Mago_nashi	Magonashiprotein	2	9.90589400693413e-05
HRM	Hormonereceptordomain	22	0.00108964834076275
GST_N	GlutathioneS-transferase,N-terminaldomain	15	0.000742942050520059
NMT_C	Myristoyl-CoA:proteinN-myristoyltransferase,C-terminaldomain	2	9.90589400693413e-05
Gp_dh_C	Glyceraldehyde3-phosphatedehydrogenase,C-terminaldomain	2	9.90589400693413e-05
Ketoacyl-synt_C	Beta-ketoacylsynthase,C-terminaldomain	2	9.90589400693413e-05
Thiolase_C	Thiolase,C-terminaldomain	6	0.000297176820208024
Alpha-amylase_C	Alphaamylase,C-terminalall-betadomain	5	0.000247647350173353
ATP-gua_PtransN	ATP:guanidophosphotransferase,N-terminaldomain	5	0.000247647350173353
UIM	Ubiquitininteractionmotif	10	0.000495294700346706
ELFV_dehydrog_N	Glu/Leu/Phe/Valdehydrogenase,dimerisationdomain	2	9.90589400693413e-05
MIR	MIRdomain	10	0.000495294700346706
Alpha_kinase	Alpha-kinasefamily	6	0.000297176820208024
E3_binding	e3bindingdomain	3	0.000148588410104012
PPAK	PPAKmotif	1	4.95294700346706e-05
MBT	mbtrepeat	10	0.000495294700346706
Antistasin	Antistasinfamily	1	4.95294700346706e-05
ATP-synt_DE_N	ATPsynthase,Delta/Epsilonchain,beta-sandwichdomain	1	4.95294700346706e-05
TGS	TGSdomain	5	0.000247647350173353
WWE	WWEdomain	10	0.000495294700346706
2-Hacid_dh_C	D-isomerspecific2-hydroxyaciddehydrogenase,NADbindingdomain	4	0.000198117880138683
PKI	cAMP-dependentproteinkinaseinhibitor	3	0.000148588410104012
L27	L27domain	10	0.000495294700346706
DHHA2	DHHA2domain	2	9.90589400693413e-05
Glyco_hydro_2_C	Glycosylhydrolasesfamily2,TIMbarreldomain	2	9.90589400693413e-05
Glyco_hydro_2_N	Glycosylhydrolasesfamily2,sugarbindingdomain	1	4.95294700346706e-05
Prp18	Prp18domain	2	9.90589400693413e-05
GBP_C	Guanylate-bindingprotein,C-terminaldomain	9	0.000445765230312036
GARS_C	Phosphoribosylglycinamidesynthetase,Cdomain	1	4.95294700346706e-05
GARS_N	Phosphoribosylglycinamidesynthetase,Ndomain	1	4.95294700346706e-05
CUE	CUEdomain	8	0.000396235760277365
MA3	MA3domain	6	0.000297176820208024
Pyr_redox_dim	Pyridinenucleotide-disulphideoxidoreductase,dimerisationdomain	5	0.000247647350173353
MIF4G	MIF4Gdomain	10	0.000495294700346706
DDHD	DDHDdomain	6	0.000297176820208024
STAT_bind	STATprotein,DNAbindingdomain	7	0.000346706290242694
STAT_int	STATprotein,proteininteractiondomain	7	0.000346706290242694
Ldh_1_C	lactate/malatedehydrogenase,alpha/betaC-terminaldomain	8	0.000396235760277365
Ribonuc_red_lgC	Ribonucleotidereductase,barreldomain	1	4.95294700346706e-05
Methyltransf_1N	6-O-methylguanineDNAmethyltransferase,ribonuclease-likedomain	1	4.95294700346706e-05
5_nucleotid_C	5'-nucleotidase,C-terminaldomain	1	4.95294700346706e-05
ATP-synt_ab_N	ATPsynthasealpha/betafamily,beta-barreldomain	5	0.000247647350173353
PARP_reg	Poly(ADP-ribose)polymerase,regulatorydomain	3	0.000148588410104012
PGM_PMM_I	Phosphoglucomutase/phosphomannomutase,alpha/beta/alphadomainI	5	0.000247647350173353
PGM_PMM_II	Phosphoglucomutase/phosphomannomutase,alpha/beta/alphadomainII	4	0.000198117880138683
PGM_PMM_III	Phosphoglucomutase/phosphomannomutase,alpha/beta/alphadomainIII	4	0.000198117880138683
SRP54_N	SRP54-typeprotein,helicalbundledomain	2	9.90589400693413e-05
THF_DHG_CYH_C	Tetrahydrofolatedehydrogenase/cyclohydrolase,NAD(P)-bindingdomain	4	0.000198117880138683
Alpha_adaptinC2	AdaptinC-terminaldomain	9	0.000445765230312036
Glycos_trans_3N	Glycosyltransferasefamily,helicalbundledomain	1	4.95294700346706e-05
LBP_BPI_CETP_C	LBP/BPI/CETPfamily,C-terminaldomain	10	0.000495294700346706
PK_C	Pyruvatekinase,alpha/betadomain	2	9.90589400693413e-05
CaMBD	Calmodulinbindingdomain	4	0.000198117880138683
Sec63	Sec63Brldomain	4	0.000198117880138683
zf-MIZ	MIZ/SP-RINGzincfinger	6	0.000297176820208024
zf-BED	BEDzincfinger	6	0.000297176820208024
GRAM	GRAMdomain	20	0.000990589400693413
GFO_IDH_MocA_C	Oxidoreductasefamily,C-terminalalpha/betadomain	1	4.95294700346706e-05
Peptidase_S9_N	Prolyloligopeptidase,N-terminalbeta-propellerdomain	2	9.90589400693413e-05
NO_synthase	Nitricoxidesynthase,oxygenasedomain	3	0.000148588410104012
Peptidase_C48	Ulp1proteasefamily,C-terminalcatalyticdomain	8	0.000396235760277365
Fe_hyd_lg_C	Irononlyhydrogenaselargesubunit,C-terminaldomain	2	9.90589400693413e-05
Succ_DH_flav_C	FumaratereductaseflavoproteinC-term	1	4.95294700346706e-05
Formyl_trans_C	Formyltransferase,C-terminaldomain	3	0.000148588410104012
FAD-oxidase_C	FADlinkedoxidases,C-terminaldomain	3	0.000148588410104012
Topoisom_I_N	EukaryoticDNAtopoisomeraseI,DNAbindingfragment	2	9.90589400693413e-05
UCR_TM	Ubiquinolcytochromereductasetransmembraneregion	1	4.95294700346706e-05
CBM_48	Carbohydrate-bindingmodule48(IsoamylaseN-terminaldomain)	1	4.95294700346706e-05
THUMP	THUMPdomain	3	0.000148588410104012
zf-C5HC2	C5HC2zincfinger	5	0.000247647350173353
Neur_chan_LBD	Neurotransmitter-gatedion-channelligandbindingdomain	47	0.00232788509162952
Neur_chan_memb	Neurotransmitter-gatedion-channeltransmembraneregion	46	0.00227835562159485
CDC48_2	Celldivisionprotein48(CDC48),domain2	2	9.90589400693413e-05
GatB_N	GatB/GatEcatalyticdomain	1	4.95294700346706e-05
COX7C	CytochromecoxidasesubunitVIIc	1	4.95294700346706e-05
COX4	CytochromecoxidasesubunitIV	2	9.90589400693413e-05
COX6C	CytochromecoxidasesubunitVIc	1	4.95294700346706e-05
GAD	GADdomain	1	4.95294700346706e-05
UcrQ	UcrQfamily	1	4.95294700346706e-05
GTF2I	GTF2I-likerepeat	4	0.000198117880138683
Flt3_lig	flt3ligand	1	4.95294700346706e-05
Amelogenin	Amelogenin	2	9.90589400693413e-05
zf-Tim10_DDP	Tim10/DDPfamilyzincfinger	7	0.000346706290242694
BAF	Barriertoautointegrationfactor	2	9.90589400693413e-05
Met_synt_B12	VitaminB12dependentmethioninesynthase,activationdomain	1	4.95294700346706e-05
DIM1	MitosisproteinDIM1	2	9.90589400693413e-05
TAF	TATAboxbindingproteinassociatedfactor(TAF)	2	9.90589400693413e-05
TBCA	TubulinbindingcofactorA	1	4.95294700346706e-05
FTCD	Formiminotransferasedomain	1	4.95294700346706e-05
SRP_SPB	Signalpeptidebindingdomain	1	4.95294700346706e-05
Cyclin_C	Cyclin,C-terminaldomain	17	0.000842000990589401
HEAT	HEATrepeat	11	0.000544824170381377
PLA2_inh	PhospholipaseA2inhibitor	1	4.95294700346706e-05
EMP70	Endomembraneprotein70	6	0.000297176820208024
Atg8	AutophagyproteinAtg8ubiquitinlike	7	0.000346706290242694
Transposase_22	L1transposableelementRBD-likedomain	1	4.95294700346706e-05
Prefoldin	Prefoldinsubunit	4	0.000198117880138683
Somatostatin	Somatostatin/Cortistatinfamily	3	0.000148588410104012
HlyIII	Haemolysin-IIIrelated	11	0.000544824170381377
GDPD	Glycerophosphoryldiesterphosphodiesterasefamily	7	0.000346706290242694
Sterile	Malesterilityprotein	2	9.90589400693413e-05
Exostosin	Exostosinfamily	5	0.000247647350173353
LEM	LEMdomain	7	0.000346706290242694
Folate_rec	Folatereceptorfamily	8	0.000396235760277365
Dynein_heavy	DyneinheavychainregionD6P-loopdomain	16	0.00079247152055473
ATP_bind_1	ConservedhypotheticalATPbindingprotein	3	0.000148588410104012
NIF	NLIinteractingfactor-likephosphatase	9	0.000445765230312036
PSS	Phosphatidylserinesynthase	2	9.90589400693413e-05
Perilipin	Perilipinfamily	5	0.000247647350173353
IL12	Interleukin-12alphasubunit	1	4.95294700346706e-05
DAN	DANdomain	6	0.000297176820208024
Peptidase_C1_2	PeptidaseC1-likefamily	1	4.95294700346706e-05
tRNA_Me_trans	tRNAmethyltransferase	1	4.95294700346706e-05
RPE65	Retinalpigmentepithelialmembraneprotein	3	0.000148588410104012
4HBT	Thioesterasesuperfamily	6	0.000297176820208024
MBOAT	MBOAT,membrane-boundO-acyltransferasefamily	11	0.000544824170381377
Nucleoplasmin	Nucleoplasmin/nucleophosmindomain	3	0.000148588410104012
PAD	Protein-argininedeiminase(PAD)	5	0.000247647350173353
GNT-I	GNT-Ifamily	2	9.90589400693413e-05
TspO_MBR	TspO/MBRfamily	2	9.90589400693413e-05
GCS	Glutamate-cysteineligase	1	4.95294700346706e-05
ARD	ARD/ARD'family	1	4.95294700346706e-05
Exo70	Exo70exocystcomplexsubunit	1	4.95294700346706e-05
MtN3_slv	Sugareffluxtransporterforintercellularexchange	1	4.95294700346706e-05
